gamename,year,month,avg,gain,peak,avg_peak_perc
Construction-Simulator 2015,2016,November ,265.25,-96.2,732,36.24%
Construction-Simulator 2015,2016,October ,361.45,11.54,1045,34.59%
Construction-Simulator 2015,2016,September ,349.91,-82.44,927,37.75%
Construction-Simulator 2015,2016,August ,432.35,39.58,957,45.18%
Construction-Simulator 2015,2016,July ,392.77,77.39,939,41.83%
Construction-Simulator 2015,2016,June ,315.38,-24.28,851,37.06%
Construction-Simulator 2015,2016,May ,339.66,-21.2,787,43.16%
Construction-Simulator 2015,2016,April ,360.86,-64.3,886,40.73%
Construction-Simulator 2015,2016,March ,425.16,-86.03,1130,37.62%
Construction-Simulator 2015,2016,February ,511.19,-106.43,1314,38.90%
Construction-Simulator 2015,2016,January ,617.62,-23.36,1670,36.98%
Construction-Simulator 2015,2015,December ,640.98,109.37,1603,39.99%
Construction-Simulator 2015,2015,November ,531.61,238.99,1648,32.26%
Construction-Simulator 2015,2015,October ,292.62,34.44,741,39.49%
Construction-Simulator 2015,2015,September ,258.18,-77.95,659,39.18%
Construction-Simulator 2015,2015,August ,336.13,109.4,750,44.82%
Construction-Simulator 2015,2015,July ,226.73,-65.71,625,36.28%
Construction-Simulator 2015,2015,June ,292.44,-37.16,905,32.31%
Construction-Simulator 2015,2015,May ,329.6,66.71,1559,21.14%
Construction-Simulator 2015,2015,April ,262.89,-28.25,772,34.05%
Construction-Simulator 2015,2015,March ,291.14,-55.97,828,35.16%
Construction-Simulator 2015,2015,February ,347.11,-110.04,877,39.58%
Construction-Simulator 2015,2015,January ,457.15,-63.48,1432,31.92%
Construction-Simulator 2015,2014,December ,520.62,236.24,1695,30.72%
Construction-Simulator 2015,2014,November ,284.39,281.31,1798,15.82%
Construction-Simulator 2015,2014,October ,3.08,1.59,20,15.40%
Construction-Simulator 2015,2014,September ,1.49,NA,8,18.63%
Car Mechanic Simulator 2015,2021,January ,99.28,-86.09,229,43.35%
Car Mechanic Simulator 2015,2020,December ,185.37,94.1,430,43.11%
Car Mechanic Simulator 2015,2020,November ,91.27,-31.27,204,44.74%
Car Mechanic Simulator 2015,2020,October ,122.54,48.84,306,40.05%
Car Mechanic Simulator 2015,2020,September ,73.7,-50.38,145,50.83%
Car Mechanic Simulator 2015,2020,August ,124.08,29.6,282,44%
Car Mechanic Simulator 2015,2020,July ,94.47,-43.04,200,47.24%
Car Mechanic Simulator 2015,2020,June ,137.52,40.34,284,48.42%
Car Mechanic Simulator 2015,2020,May ,97.18,-115.44,203,47.87%
Car Mechanic Simulator 2015,2020,April ,212.62,83.51,546,38.94%
Car Mechanic Simulator 2015,2020,March ,129.11,-21.4,461,28.01%
Car Mechanic Simulator 2015,2020,February ,150.52,29.13,437,34.44%
Car Mechanic Simulator 2015,2020,January ,121.38,-42.75,283,42.89%
Car Mechanic Simulator 2015,2019,December ,164.13,67.61,346,47.44%
Car Mechanic Simulator 2015,2019,November ,96.52,-42.73,218,44.28%
Car Mechanic Simulator 2015,2019,October ,139.25,35.55,375,37.13%
Car Mechanic Simulator 2015,2019,September ,103.7,-23.53,290,35.76%
Car Mechanic Simulator 2015,2019,August ,127.23,-57.81,287,44.33%
Car Mechanic Simulator 2015,2019,July ,185.04,42.11,377,49.08%
Car Mechanic Simulator 2015,2019,June ,142.94,-25.86,304,47.02%
Car Mechanic Simulator 2015,2019,May ,168.8,-6.47,431,39.16%
Car Mechanic Simulator 2015,2019,April ,175.27,8.82,528,33.20%
Car Mechanic Simulator 2015,2019,March ,166.46,9.4,596,27.93%
Car Mechanic Simulator 2015,2019,February ,157.05,-59.92,358,43.87%
Car Mechanic Simulator 2015,2019,January ,216.97,50.93,682,31.81%
Car Mechanic Simulator 2015,2018,December ,166.04,-12.21,377,44.04%
Car Mechanic Simulator 2015,2018,November ,178.25,-41.02,447,39.88%
Car Mechanic Simulator 2015,2018,October ,219.27,48.42,703,31.19%
Car Mechanic Simulator 2015,2018,September ,170.85,-84.38,351,48.68%
Car Mechanic Simulator 2015,2018,August ,255.23,33.19,667,38.27%
Car Mechanic Simulator 2015,2018,July ,222.04,-119.56,548,40.52%
Car Mechanic Simulator 2015,2018,June ,341.59,144.62,1036,32.97%
Car Mechanic Simulator 2015,2018,May ,196.98,-139.95,378,52.11%
Car Mechanic Simulator 2015,2018,April ,336.92,108.51,1062,31.73%
Car Mechanic Simulator 2015,2018,March ,228.42,-117.63,482,47.39%
Car Mechanic Simulator 2015,2018,February ,346.05,22.97,939,36.85%
Car Mechanic Simulator 2015,2018,January ,323.08,-5.86,1103,29.29%
Car Mechanic Simulator 2015,2017,December ,328.94,-197.45,714,46.07%
Car Mechanic Simulator 2015,2017,November ,526.39,216.22,1636,32.18%
Car Mechanic Simulator 2015,2017,October ,310.16,-200.28,841,36.88%
Car Mechanic Simulator 2015,2017,September ,510.44,-8.14,1699,30.04%
Car Mechanic Simulator 2015,2017,August ,518.58,-484.55,1062,48.83%
Car Mechanic Simulator 2015,2017,July ,1003.13,221.76,2178,46.06%
Car Mechanic Simulator 2015,2017,June ,781.38,145.79,4326,18.06%
Car Mechanic Simulator 2015,2017,May ,635.58,24.38,2035,31.23%
Car Mechanic Simulator 2015,2017,April ,611.2,33.31,2105,29.04%
Car Mechanic Simulator 2015,2017,March ,577.89,-114.4,1323,43.68%
Car Mechanic Simulator 2015,2017,February ,692.28,-2.54,2299,30.11%
Car Mechanic Simulator 2015,2017,January ,694.82,-105.54,1807,38.45%
Car Mechanic Simulator 2015,2016,December ,800.36,424.23,2438,32.83%
Car Mechanic Simulator 2015,2016,November ,376.13,8.03,1196,31.45%
Car Mechanic Simulator 2015,2016,October ,368.1,-112.83,811,45.39%
Car Mechanic Simulator 2015,2016,September ,480.93,60.64,1324,36.32%
Car Mechanic Simulator 2015,2016,August ,420.29,-141.18,851,49.39%
Car Mechanic Simulator 2015,2016,July ,561.47,80.37,1308,42.93%
Car Mechanic Simulator 2015,2016,June ,481.1,-214.91,1130,42.58%
Car Mechanic Simulator 2015,2016,May ,696.02,378.98,2088,33.33%
Car Mechanic Simulator 2015,2016,April ,317.04,-206.69,673,47.11%
Car Mechanic Simulator 2015,2016,March ,523.72,31.08,1297,40.38%
Car Mechanic Simulator 2015,2016,February ,492.65,37.32,1602,30.75%
Car Mechanic Simulator 2015,2016,January ,455.33,38.12,1134,40.15%
Car Mechanic Simulator 2015,2015,December ,417.21,54.25,1140,36.60%
Car Mechanic Simulator 2015,2015,November ,362.95,-24.87,1197,30.32%
Car Mechanic Simulator 2015,2015,October ,387.82,6.87,1306,29.70%
Car Mechanic Simulator 2015,2015,September ,380.96,-90.34,830,45.90%
Car Mechanic Simulator 2015,2015,August ,471.3,37.83,1219,38.66%
Car Mechanic Simulator 2015,2015,July ,433.46,-6.55,905,47.90%
Car Mechanic Simulator 2015,2015,June ,440.02,-94.98,1161,37.90%
Car Mechanic Simulator 2015,2015,May ,535,243.75,1432,37.36%
Car Mechanic Simulator 2015,2015,April ,291.24,291.1,1946,14.97%
Car Mechanic Simulator 2015,2015,March ,0.14,NA,2,7%
F1 2015,2021,January ,45.79,-20.71,113,40.52%
F1 2015,2020,December ,66.5,6.58,182,36.54%
F1 2015,2020,November ,59.92,6.86,142,42.20%
F1 2015,2020,October ,53.06,-3.04,153,34.68%
F1 2015,2020,September ,56.09,-11.78,131,42.82%
F1 2015,2020,August ,67.87,-26.04,156,43.51%
F1 2015,2020,July ,93.92,13.06,286,32.84%
F1 2015,2020,June ,80.86,-17.86,221,36.59%
F1 2015,2020,May ,98.72,-23.88,254,38.87%
F1 2015,2020,April ,122.6,25.39,265,46.26%
F1 2015,2020,March ,97.2,52.71,293,33.17%
F1 2015,2020,February ,44.5,-7.45,118,37.71%
F1 2015,2020,January ,51.94,-15.3,200,25.97%
F1 2015,2019,December ,67.24,0.84,222,30.29%
F1 2015,2019,November ,66.41,-6.01,172,38.61%
F1 2015,2019,October ,72.42,-6.98,354,20.46%
F1 2015,2019,September ,79.4,-6.24,219,36.26%
F1 2015,2019,August ,85.64,-22.12,215,39.83%
F1 2015,2019,July ,107.76,-17.27,306,35.22%
F1 2015,2019,June ,125.03,13.96,551,22.69%
F1 2015,2019,May ,111.07,-11.38,332,33.45%
F1 2015,2019,April ,122.45,37.72,452,27.09%
F1 2015,2019,March ,84.73,3.41,246,34.44%
F1 2015,2019,February ,81.32,-5.17,396,20.54%
F1 2015,2019,January ,86.49,-50.35,354,24.43%
F1 2015,2018,December ,136.84,3.43,625,21.89%
F1 2015,2018,November ,133.41,5.63,544,24.52%
F1 2015,2018,October ,127.77,-33.36,330,38.72%
F1 2015,2018,September ,161.13,-13.7,429,37.56%
F1 2015,2018,August ,174.83,-36.95,426,41.04%
F1 2015,2018,July ,211.77,-119.06,1294,16.37%
F1 2015,2018,June ,330.84,-417.01,905,36.56%
F1 2015,2018,May ,747.85,-1983.41,3805,19.65%
F1 2015,2018,April ,2731.26,1782.99,83968,3.25%
F1 2015,2018,March ,948.27,917.78,9512,9.97%
F1 2015,2018,February ,30.49,-4.03,85,35.87%
F1 2015,2018,January ,34.52,-18.56,88,39.23%
F1 2015,2017,December ,53.08,3.54,138,38.46%
F1 2015,2017,November ,49.53,-4.98,148,33.47%
F1 2015,2017,October ,54.51,1.9,151,36.10%
F1 2015,2017,September ,52.61,-2.6,154,34.16%
F1 2015,2017,August ,55.21,-17.57,129,42.80%
F1 2015,2017,July ,72.77,6.44,205,35.50%
F1 2015,2017,June ,66.33,8.72,163,40.69%
F1 2015,2017,May ,57.62,-7.58,162,35.57%
F1 2015,2017,April ,65.19,14.34,173,37.68%
F1 2015,2017,March ,50.85,0.21,152,33.45%
F1 2015,2017,February ,50.64,-4.98,138,36.70%
F1 2015,2017,January ,55.62,-18.55,149,37.33%
F1 2015,2016,December ,74.18,-10.57,198,37.46%
F1 2015,2016,November ,84.75,-12.08,243,34.88%
F1 2015,2016,October ,96.84,-6.35,281,34.46%
F1 2015,2016,September ,103.19,-94.28,335,30.80%
F1 2015,2016,August ,197.47,-71.74,624,31.65%
F1 2015,2016,July ,269.21,15.95,732,36.78%
F1 2015,2016,June ,253.26,22.94,771,32.85%
F1 2015,2016,May ,230.31,-4.1,723,31.85%
F1 2015,2016,April ,234.42,-50.65,630,37.21%
F1 2015,2016,March ,285.06,83.05,1518,18.78%
F1 2015,2016,February ,202.01,-11.68,536,37.69%
F1 2015,2016,January ,213.69,-35.37,580,36.84%
F1 2015,2015,December ,249.06,-11.8,630,39.53%
F1 2015,2015,November ,260.86,-9.99,836,31.20%
F1 2015,2015,October ,270.85,-34.4,753,35.97%
F1 2015,2015,September ,305.25,-34.63,959,31.83%
F1 2015,2015,August ,339.88,-126.1,859,39.57%
F1 2015,2015,July ,465.98,454.24,2640,17.65%
F1 2015,2015,June ,11.74,0.99,47,24.98%
F1 2015,2015,May ,10.75,-1.8,48,22.40%
F1 2015,2015,April ,12.55,NA,53,23.68%
Pro Evolution Soccer 2016,2021,January ,56.5,-1.95,127,44.49%
Pro Evolution Soccer 2016,2020,December ,58.45,-1.31,117,49.96%
Pro Evolution Soccer 2016,2020,November ,59.77,-4.05,121,49.40%
Pro Evolution Soccer 2016,2020,October ,63.82,4.42,125,51.06%
Pro Evolution Soccer 2016,2020,September ,59.4,-2.48,121,49.09%
Pro Evolution Soccer 2016,2020,August ,61.88,-1.66,123,50.31%
Pro Evolution Soccer 2016,2020,July ,63.55,0.47,136,46.73%
Pro Evolution Soccer 2016,2020,June ,63.07,-16.91,120,52.56%
Pro Evolution Soccer 2016,2020,May ,79.98,-25.75,187,42.77%
Pro Evolution Soccer 2016,2020,April ,105.73,12.18,226,46.78%
Pro Evolution Soccer 2016,2020,March ,93.55,24.14,231,40.50%
Pro Evolution Soccer 2016,2020,February ,69.41,-6.71,143,48.54%
Pro Evolution Soccer 2016,2020,January ,76.12,-0.52,152,50.08%
Pro Evolution Soccer 2016,2019,December ,76.64,-1.35,151,50.76%
Pro Evolution Soccer 2016,2019,November ,78,1.28,161,48.45%
Pro Evolution Soccer 2016,2019,October ,76.72,-9.61,167,45.94%
Pro Evolution Soccer 2016,2019,September ,86.33,-3.88,174,49.61%
Pro Evolution Soccer 2016,2019,August ,90.2,-0.74,172,52.44%
Pro Evolution Soccer 2016,2019,July ,90.94,-11.07,175,51.97%
Pro Evolution Soccer 2016,2019,June ,102.01,-0.78,205,49.76%
Pro Evolution Soccer 2016,2019,May ,102.8,0.52,203,50.64%
Pro Evolution Soccer 2016,2019,April ,102.27,-5.59,223,45.86%
Pro Evolution Soccer 2016,2019,March ,107.87,1.54,221,48.81%
Pro Evolution Soccer 2016,2019,February ,106.33,-12.13,222,47.90%
Pro Evolution Soccer 2016,2019,January ,118.46,-6.95,261,45.39%
Pro Evolution Soccer 2016,2018,December ,125.41,-1.4,262,47.87%
Pro Evolution Soccer 2016,2018,November ,126.81,-7.91,268,47.32%
Pro Evolution Soccer 2016,2018,October ,134.72,-14.72,291,46.30%
Pro Evolution Soccer 2016,2018,September ,149.44,-13.1,311,48.05%
Pro Evolution Soccer 2016,2018,August ,162.54,-29.23,300,54.18%
Pro Evolution Soccer 2016,2018,July ,191.77,-0.32,348,55.11%
Pro Evolution Soccer 2016,2018,June ,192.1,2.97,369,52.06%
Pro Evolution Soccer 2016,2018,May ,189.12,5.89,382,49.51%
Pro Evolution Soccer 2016,2018,April ,183.24,-7.28,367,49.93%
Pro Evolution Soccer 2016,2018,March ,190.52,-5.02,417,45.69%
Pro Evolution Soccer 2016,2018,February ,195.54,-22.55,403,48.52%
Pro Evolution Soccer 2016,2018,January ,218.09,-17,440,49.57%
Pro Evolution Soccer 2016,2017,December ,235.09,-2.99,458,51.33%
Pro Evolution Soccer 2016,2017,November ,238.08,-25.26,488,48.79%
Pro Evolution Soccer 2016,2017,October ,263.34,-34.07,590,44.63%
Pro Evolution Soccer 2016,2017,September ,297.41,-41.76,552,53.88%
Pro Evolution Soccer 2016,2017,August ,339.17,-7.06,619,54.79%
Pro Evolution Soccer 2016,2017,July ,346.23,-73.51,648,53.43%
Pro Evolution Soccer 2016,2017,June ,419.74,-12.25,822,51.06%
Pro Evolution Soccer 2016,2017,May ,431.99,-38.77,848,50.94%
Pro Evolution Soccer 2016,2017,April ,470.75,-14.7,870,54.11%
Pro Evolution Soccer 2016,2017,March ,485.45,-54.36,976,49.74%
Pro Evolution Soccer 2016,2017,February ,539.81,-72.23,1033,52.26%
Pro Evolution Soccer 2016,2017,January ,612.04,-88.98,1219,50.21%
Pro Evolution Soccer 2016,2016,December ,701.03,-80.54,1388,50.51%
Pro Evolution Soccer 2016,2016,November ,781.56,-176.05,1544,50.62%
Pro Evolution Soccer 2016,2016,October ,957.61,-410.14,1901,50.37%
Pro Evolution Soccer 2016,2016,September ,1367.75,-399.05,2967,46.10%
Pro Evolution Soccer 2016,2016,August ,1766.79,-352.17,3036,58.19%
Pro Evolution Soccer 2016,2016,July ,2118.96,-72.49,3841,55.17%
Pro Evolution Soccer 2016,2016,June ,2191.45,215.57,4246,51.61%
Pro Evolution Soccer 2016,2016,May ,1975.89,-64.59,3662,53.96%
Pro Evolution Soccer 2016,2016,April ,2040.47,58.19,3693,55.25%
Pro Evolution Soccer 2016,2016,March ,1982.29,-99.43,3830,51.76%
Pro Evolution Soccer 2016,2016,February ,2081.71,-39.8,3711,56.10%
Pro Evolution Soccer 2016,2016,January ,2121.51,4.37,3943,53.80%
Pro Evolution Soccer 2016,2015,December ,2117.14,49.79,3861,54.83%
Pro Evolution Soccer 2016,2015,November ,2067.35,-6.71,3890,53.15%
Pro Evolution Soccer 2016,2015,October ,2074.06,-78.3,3830,54.15%
Pro Evolution Soccer 2016,2015,September ,2152.36,NA,3769,57.11%
F1 2016,2021,January ,51.4,-17.46,142,36.20%
F1 2016,2020,December ,68.86,11.74,164,41.99%
F1 2016,2020,November ,57.12,5.72,138,41.39%
F1 2016,2020,October ,51.4,-0.62,159,32.33%
F1 2016,2020,September ,52.02,-8.99,130,40.02%
F1 2016,2020,August ,61.01,-8.66,148,41.22%
F1 2016,2020,July ,69.67,8.7,171,40.74%
F1 2016,2020,June ,60.97,-12.81,147,41.48%
F1 2016,2020,May ,73.78,-11.62,192,38.43%
F1 2016,2020,April ,85.39,13.55,195,43.79%
F1 2016,2020,March ,71.85,33.93,241,29.81%
F1 2016,2020,February ,37.92,3.17,94,40.34%
F1 2016,2020,January ,34.75,-14.84,87,39.94%
F1 2016,2019,December ,49.58,-2.92,123,40.31%
F1 2016,2019,November ,52.5,-7.26,142,36.97%
F1 2016,2019,October ,59.76,-6.36,179,33.39%
F1 2016,2019,September ,66.12,-5.29,183,36.13%
F1 2016,2019,August ,71.42,-11.44,194,36.81%
F1 2016,2019,July ,82.86,-6.09,188,44.07%
F1 2016,2019,June ,88.95,-2.26,217,40.99%
F1 2016,2019,May ,91.21,-0.41,249,36.63%
F1 2016,2019,April ,91.62,12.5,237,38.66%
F1 2016,2019,March ,79.12,22.86,223,35.48%
F1 2016,2019,February ,56.25,-5.37,150,37.50%
F1 2016,2019,January ,61.63,-22.2,152,40.55%
F1 2016,2018,December ,83.82,-17.93,222,37.76%
F1 2016,2018,November ,101.75,-17.92,281,36.21%
F1 2016,2018,October ,119.67,-26.59,314,38.11%
F1 2016,2018,September ,146.26,-12.16,411,35.59%
F1 2016,2018,August ,158.42,-16.08,368,43.05%
F1 2016,2018,July ,174.5,-14.41,409,42.67%
F1 2016,2018,June ,188.91,-35.01,494,38.24%
F1 2016,2018,May ,223.92,-3.64,604,37.07%
F1 2016,2018,April ,227.56,33.75,607,37.49%
F1 2016,2018,March ,193.81,21.33,526,36.85%
F1 2016,2018,February ,172.48,-42.01,402,42.91%
F1 2016,2018,January ,214.48,-128.86,536,40.01%
F1 2016,2017,December ,343.34,-34.54,904,37.98%
F1 2016,2017,November ,377.88,-41.09,1081,34.96%
F1 2016,2017,October ,418.97,-66.2,1193,35.12%
F1 2016,2017,September ,485.17,-388.64,1527,31.77%
F1 2016,2017,August ,873.81,-468.91,2231,39.17%
F1 2016,2017,July ,1342.72,294.1,3886,34.55%
F1 2016,2017,June ,1048.61,160.41,3160,33.18%
F1 2016,2017,May ,888.2,-138.3,2245,39.56%
F1 2016,2017,April ,1026.5,291.48,2607,39.37%
F1 2016,2017,March ,735.02,75.97,2326,31.60%
F1 2016,2017,February ,659.06,-123.31,1667,39.54%
F1 2016,2017,January ,782.37,-138.63,1973,39.65%
F1 2016,2016,December ,921,-46.59,2424,38.00%
F1 2016,2016,November ,967.59,-193.21,2957,32.72%
F1 2016,2016,October ,1160.8,-355.85,3188,36.41%
F1 2016,2016,September ,1516.65,503.87,4668,32.49%
F1 2016,2016,August ,1012.78,994.46,5647,17.93%
F1 2016,2016,July ,18.33,-0.87,70,26.19%
F1 2016,2016,June ,19.2,NA,73,26.30%
Pro Evolution Soccer 2017,2021,January ,121.22,-10.31,238,50.93%
Pro Evolution Soccer 2017,2020,December ,131.54,-3.41,247,53.26%
Pro Evolution Soccer 2017,2020,November ,134.94,-5.42,265,50.92%
Pro Evolution Soccer 2017,2020,October ,140.36,-4.58,259,54.19%
Pro Evolution Soccer 2017,2020,September ,144.94,-9.08,265,54.69%
Pro Evolution Soccer 2017,2020,August ,154.02,1.73,282,54.62%
Pro Evolution Soccer 2017,2020,July ,152.29,-8.54,275,55.38%
Pro Evolution Soccer 2017,2020,June ,160.83,-26.21,288,55.84%
Pro Evolution Soccer 2017,2020,May ,187.04,-46.9,394,47.47%
Pro Evolution Soccer 2017,2020,April ,233.94,5.87,432,54.15%
Pro Evolution Soccer 2017,2020,March ,228.07,38.35,459,49.69%
Pro Evolution Soccer 2017,2020,February ,189.72,5.03,348,54.52%
Pro Evolution Soccer 2017,2020,January ,184.69,-8.21,340,54.32%
Pro Evolution Soccer 2017,2019,December ,192.9,-1.24,360,53.58%
Pro Evolution Soccer 2017,2019,November ,194.13,-14.83,376,51.63%
Pro Evolution Soccer 2017,2019,October ,208.96,-17.27,399,52.37%
Pro Evolution Soccer 2017,2019,September ,226.23,-10.5,420,53.86%
Pro Evolution Soccer 2017,2019,August ,236.74,-5.75,419,56.50%
Pro Evolution Soccer 2017,2019,July ,242.48,-27.16,419,57.87%
Pro Evolution Soccer 2017,2019,June ,269.64,-7.75,477,56.53%
Pro Evolution Soccer 2017,2019,May ,277.4,2.8,510,54.39%
Pro Evolution Soccer 2017,2019,April ,274.6,-22.69,502,54.70%
Pro Evolution Soccer 2017,2019,March ,297.29,-11.28,555,53.57%
Pro Evolution Soccer 2017,2019,February ,308.57,-30.14,592,52.12%
Pro Evolution Soccer 2017,2019,January ,338.72,-27.02,610,55.53%
Pro Evolution Soccer 2017,2018,December ,365.74,-15.18,645,56.70%
Pro Evolution Soccer 2017,2018,November ,380.92,-42.52,716,53.20%
Pro Evolution Soccer 2017,2018,October ,423.44,-41.64,789,53.67%
Pro Evolution Soccer 2017,2018,September ,465.08,-60.49,857,54.27%
Pro Evolution Soccer 2017,2018,August ,525.57,-74.83,923,56.94%
Pro Evolution Soccer 2017,2018,July ,600.4,-33.43,1047,57.34%
Pro Evolution Soccer 2017,2018,June ,633.84,-54.89,1128,56.19%
Pro Evolution Soccer 2017,2018,May ,688.72,-50.7,1278,53.89%
Pro Evolution Soccer 2017,2018,April ,739.42,-56.48,1268,58.31%
Pro Evolution Soccer 2017,2018,March ,795.91,-70.41,1525,52.19%
Pro Evolution Soccer 2017,2018,February ,866.32,-80.49,1553,55.78%
Pro Evolution Soccer 2017,2018,January ,946.8,-115.26,1658,57.10%
Pro Evolution Soccer 2017,2017,December ,1062.06,-110.55,1874,56.67%
Pro Evolution Soccer 2017,2017,November ,1172.61,-222.93,2211,53.04%
Pro Evolution Soccer 2017,2017,October ,1395.54,-564.97,2718,51.34%
Pro Evolution Soccer 2017,2017,September ,1960.51,-496.47,4157,47.16%
Pro Evolution Soccer 2017,2017,August ,2456.98,-358.22,4198,58.53%
Pro Evolution Soccer 2017,2017,July ,2815.2,-107.4,5188,54.26%
Pro Evolution Soccer 2017,2017,June ,2922.6,-59.75,5344,54.69%
Pro Evolution Soccer 2017,2017,May ,2982.36,-116.84,5240,56.92%
Pro Evolution Soccer 2017,2017,April ,3099.19,180.01,5397,57.42%
Pro Evolution Soccer 2017,2017,March ,2919.18,-53.12,5265,55.45%
Pro Evolution Soccer 2017,2017,February ,2972.3,-109.72,5191,57.26%
Pro Evolution Soccer 2017,2017,January ,3082.01,-168.72,5868,52.52%
Pro Evolution Soccer 2017,2016,December ,3250.74,76.26,5950,54.63%
Pro Evolution Soccer 2017,2016,November ,3174.47,-355.43,5751,55.20%
Pro Evolution Soccer 2017,2016,October ,3529.91,260.18,6208,56.86%
